frame_id,target1_pos_x,target1_pos_y,target2_pos_x,target2_pos_y
0,8.383,16.262,16.344,8.321
1,8.53,16.343,16.48,8.421
2,8.66,16.39,16.61,8.477
3,8.8,16.458,16.757,8.531
4,8.927,16.511,16.894,8.573
5,9.07,16.57,17.043,8.624
6,9.2,16.619,17.183,8.661
7,9.368,16.643,17.351,8.668
8,9.522,16.65,17.505,8.658
9,9.662,16.642,17.646,8.629
10,9.815,16.607,17.8,8.592
11,9.947,16.566,17.94,8.558
12,10.09,16.507,18.082,8.487
13,10.224,16.431,18.208,8.394
14,10.361,16.356,18.329,8.295
15,10.493,16.273,18.438,8.184
16,10.597,16.177,18.517,8.067
17,10.707,16.065,18.577,7.924
18,10.803,15.959,18.614,7.79
19,10.888,15.828,18.637,7.636
20,10.955,15.686,18.627,7.482
21,11.006,15.555,18.605,7.342
22,11.044,15.402,18.564,7.188
23,11.058,15.248,18.501,7.045
24,11.069,15.108,18.43,6.922
25,11.076,14.954,18.356,6.784
26,11.068,14.814,18.285,6.659
27,11.033,14.661,18.195,6.529
28,10.97,14.518,18.107,6.399
29,10.896,14.382,17.999,6.286
30,10.82,14.262,17.898,6.187
31,10.718,14.144,17.772,6.094
32,10.629,14.034,17.652,6.018
33,10.533,13.912,17.519,5.938
34,10.423,13.803,17.375,5.887
35,10.327,13.699,17.235,5.858
36,10.224,13.584,17.082,5.824
37,10.105,13.483,16.928,5.816
38,9.986,13.406,16.788,5.827
39,9.85,13.326,16.64,5.861
40,9.717,13.246,16.504,5.928
41,9.587,13.193,16.387,6.0
42,9.435,13.153,16.266,6.09
43,9.281,13.142,16.149,6.189
44,9.141,13.145,16.041,6.278
45,8.987,13.169,15.923,6.373
46,8.841,13.212,15.812,6.479
47,8.715,13.273,15.708,6.569
48,8.574,13.337,15.593,6.665
49,8.433,13.403,15.482,6.769
50,8.301,13.482,15.383,6.882
51,8.188,13.563,15.293,6.984
52,8.077,13.667,15.216,7.114
53,8.0,13.781,15.158,7.238
54,7.922,13.913,15.093,7.375
55,7.834,14.035,15.037,7.515
56,7.758,14.155,14.983,7.64
57,7.701,14.298,14.94,7.782
58,7.648,14.428,14.903,7.912
59,7.616,14.581,14.878,8.055
60,7.588,14.735,14.884,8.198
61,7.566,14.889,14.896,8.341
62,7.558,15.043,14.925,8.484
63,7.582,15.196,14.979,8.626
64,7.625,15.341,15.054,8.757
65,7.679,15.468,15.128,8.87
66,7.741,15.61,15.222,8.989
67,7.818,15.742,15.32,9.103
68,7.891,15.875,15.416,9.218
69,7.967,15.994,15.488,9.33
70,8.067,16.109,15.571,9.45
71,8.172,16.219,15.672,9.554
72,8.276,16.326,15.788,9.643
73,8.378,16.419,15.907,9.704
74,8.491,16.521,16.04,9.757
75,8.61,16.591,16.166,9.795
76,8.743,16.659,16.309,9.827
77,8.886,16.713,16.452,9.847
78,9.018,16.749,16.582,9.857
79,9.186,16.753,16.738,9.86
80,9.332,16.721,16.883,9.865
81,9.474,16.668,17.029,9.853
82,9.595,16.611,17.159,9.825
83,9.727,16.545,17.302,9.783
84,9.847,16.48,17.428,9.733
85,9.975,16.402,17.555,9.659
86,10.093,16.334,17.665,9.582
87,10.216,16.253,17.786,9.494
88,10.325,16.176,17.886,9.41
89,10.427,16.068,17.978,9.3
90,10.496,15.937,18.056,9.178
91,10.536,15.794,18.124,9.046
92,10.563,15.64,18.186,8.914
93,10.58,15.486,18.24,8.778
94,10.579,15.346,18.271,8.648
95,10.544,15.199,18.293,8.505
96,10.482,15.075,18.305,8.375
97,10.402,14.946,18.309,8.228
98,10.308,14.827,18.3,8.082
99,10.211,14.727,18.289,7.946
100,10.102,14.623,18.232,7.81
101,9.99,14.521,18.18,7.667
102,9.888,14.428,18.123,7.544
103,9.731,14.345,18.044,7.388
104,9.588,14.293,17.975,7.256
105,9.445,14.253,17.894,7.129
106,9.31,14.217,17.815,7.019
107,9.158,14.186,17.727,6.898
108,9.006,14.163,17.652,6.767
109,8.868,14.144,17.569,6.656
110,8.701,14.14,17.462,6.532
111,8.564,14.148,17.373,6.43
112,8.42,14.173,17.279,6.317
113,8.294,14.217,17.185,6.222
114,8.162,14.278,17.067,6.131
115,8.034,14.35,16.936,6.058
116,7.926,14.429,16.809,6.01
117,7.805,14.517,16.666,5.977
118,7.691,14.612,16.514,5.974
119,7.599,14.712,16.378,5.993
120,7.509,14.832,16.235,6.047
121,7.445,14.951,16.112,6.112
122,7.414,15.094,15.996,6.209
123,7.405,15.224,15.906,6.313
124,7.401,15.367,15.807,6.428
125,7.396,15.51,15.735,6.564
126,7.38,15.653,15.692,6.707
127,7.391,15.785,15.657,6.837
128,7.447,15.922,15.61,6.98
129,7.497,16.049,15.567,7.11
130,7.54,16.192,15.509,7.252
131,7.586,16.322,15.47,7.383
132,7.657,16.458,15.448,7.534
133,7.737,16.59,15.456,7.688
134,7.816,16.709,15.485,7.821
135,7.924,16.823,15.539,7.959
136,8.048,16.919,15.613,8.09
137,8.169,16.996,15.694,8.2
138,8.312,17.057,15.791,8.314
139,8.449,17.1,15.885,8.413
140,8.601,17.145,15.993,8.517
141,8.746,17.198,16.121,8.593
142,8.881,17.237,16.244,8.645
143,9.027,17.283,16.387,8.672
144,9.172,17.325,16.534,8.68
145,9.312,17.339,16.671,8.679
146,9.466,17.334,16.815,8.69
147,9.604,17.311,16.948,8.68
148,9.756,17.286,17.091,8.641
149,9.902,17.253,17.234,8.592
150,10.032,17.21,17.357,8.534
151,10.168,17.144,17.478,8.447
152,10.293,17.086,17.569,8.348
153,10.435,17.025,17.664,8.232
154,10.592,16.976,17.776,8.114
155,10.733,16.92,17.885,8.012
156,10.855,16.833,17.995,7.913
157,10.965,16.748,18.089,7.816
158,11.071,16.638,18.182,7.697
159,11.168,16.521,18.263,7.572
160,11.259,16.415,18.328,7.452
161,11.343,16.287,18.393,7.318
162,11.403,16.162,18.441,7.188
163,11.452,16.019,18.485,7.045
164,11.475,15.886,18.516,6.915
165,11.485,15.732,18.519,6.772
166,11.484,15.578,18.511,6.629
167,11.466,15.442,18.5,6.499
168,11.441,15.295,18.457,6.359
169,11.416,15.161,18.396,6.24
170,11.369,15.018,18.308,6.123
171,11.305,14.879,18.203,6.021
172,11.207,14.747,18.075,5.928
173,11.105,14.657,17.957,5.867
174,10.988,14.559,17.826,5.802
175,10.877,14.48,17.706,5.748
176,10.752,14.395,17.57,5.699
177,10.62,14.322,17.427,5.676
178,10.499,14.255,17.297,5.677
179,10.359,14.194,17.154,5.702
180,10.219,14.129,17.014,5.754
181,10.079,14.069,16.887,5.836
182,9.936,14.03,16.777,5.941
183,9.806,13.988,16.696,6.051
184,9.663,13.963,16.608,6.172
185,9.52,13.969,16.53,6.304
186,9.39,13.997,16.472,6.432
187,9.254,14.051,16.413,6.575
188,9.134,14.108,16.36,6.704
189,9.007,14.18,16.285,6.836
190,8.888,14.27,16.216,6.973
191,8.787,14.359,16.149,7.095
192,8.69,14.471,16.11,7.241
193,8.594,14.587,16.086,7.394
194,8.508,14.709,16.061,7.548
195,8.425,14.85,16.044,7.716
196,8.353,14.996,16.044,7.884
197,8.307,15.125,16.052,8.024
198,8.256,15.259,16.068,8.178
199,8.233,15.389,16.111,8.31
200,8.224,15.532,16.184,8.446
201,8.253,15.675,16.28,8.564
202,8.296,15.8,16.385,8.656
203,8.351,15.932,16.505,8.751
204,8.416,16.063,16.637,8.826
205,8.494,16.171,16.765,8.876
206,8.598,16.274,16.908,8.925
207,8.705,16.351,17.042,8.955
208,8.831,16.422,17.196,8.973
209,8.951,16.475,17.336,8.985
210,9.093,16.508,17.49,8.988
211,9.236,16.523,17.644,8.989
212,9.366,16.534,17.784,8.985
213,9.509,16.55,17.938,8.968
214,9.639,16.543,18.078,8.953
215,9.782,16.506,18.227,8.935
216,9.911,16.466,18.357,8.896
217,10.042,16.409,18.5,8.846
218,10.154,16.345,18.628,8.796
219,10.274,16.266,18.751,8.714
220,10.369,16.158,18.868,8.617
221,10.43,16.042,18.967,8.523
222,10.473,15.904,19.055,8.399
223,10.495,15.774,19.113,8.275
224,10.501,15.631,19.157,8.132
225,10.481,15.501,19.202,8.002
226,10.434,15.363,19.238,7.852
227,10.37,15.25,19.269,7.719
228,10.276,15.126,19.287,7.553
229,10.168,15.029,19.274,7.399
230,10.002,14.924,19.22,7.199
231,9.87,14.864,19.158,7.059
232,9.748,14.809,19.09,6.939
233,9.606,14.772,19.006,6.811
234,9.463,14.762,18.91,6.692
235,9.333,14.775,18.821,6.588
236,9.177,14.792,18.693,6.487
237,9.047,14.822,18.575,6.416
238,8.917,14.886,18.453,6.328
239,8.795,14.965,18.326,6.246
240,8.687,15.044,18.205,6.181
241,8.555,15.156,18.047,6.096
242,8.445,15.253,17.909,6.033
243,8.335,15.351,17.762,5.998
244,8.243,15.464,17.618,5.959
245,8.177,15.595,17.47,5.927
246,8.113,15.741,17.303,5.898
247,8.074,15.884,17.149,5.88
248,8.048,16.027,16.995,5.884
249,8.054,16.17,16.841,5.898
250,8.044,16.3,16.701,5.902
251,8.003,16.443,16.547,5.911
252,7.957,16.586,16.393,5.919
253,7.934,16.719,16.263,5.944
254,7.946,16.87,16.126,5.999
255,7.961,17.017,15.994,6.058
256,7.994,17.16,15.863,6.125
257,8.053,17.322,15.717,6.219
258,8.109,17.441,15.607,6.295
259,8.187,17.564,15.487,6.385
260,8.268,17.667,15.394,6.485
261,8.368,17.774,15.328,6.62
262,8.481,17.862,15.266,6.757
263,8.594,17.932,15.205,6.877
264,8.726,17.984,15.146,7.014
265,8.856,18.01,15.102,7.144
266,8.999,18.016,15.07,7.287
267,9.142,18.005,15.049,7.432
268,9.272,17.992,15.025,7.562
269,9.413,17.954,15.001,7.705
270,9.551,17.9,14.97,7.848
271,9.671,17.845,14.955,7.98
272,9.799,17.775,14.957,8.128
273,9.909,17.703,14.964,8.262
274,10.033,17.626,14.995,8.406
275,10.154,17.547,15.049,8.544
276,10.264,17.474,15.105,8.667
277,10.371,17.378,15.182,8.797
278,10.449,17.257,15.265,8.922
279,10.521,17.149,15.355,9.022
280,10.609,17.038,15.463,9.125
281,10.69,16.933,15.575,9.198
282,10.76,16.807,15.707,9.259
283,10.809,16.672,15.844,9.315
284,10.833,16.542,15.964,9.373
285,10.855,16.399,16.102,9.423
286,10.856,16.256,16.244,9.463
287,10.833,16.126,16.365,9.51
288,10.801,15.983,16.506,9.546
289,10.757,15.846,16.649,9.55
290,10.686,15.706,16.805,9.545
291,10.61,15.585,16.946,9.519
292,10.534,15.464,17.087,9.485
293,10.473,15.347,17.207,9.442
294,10.405,15.222,17.339,9.387
295,10.346,15.106,17.439,9.309
296,10.287,14.975,17.515,9.191
297,10.218,14.853,17.572,9.059
298,10.151,14.743,17.609,8.936
299,10.058,14.634,17.628,8.793
300,9.951,14.539,17.613,8.65
301,9.844,14.464,17.579,8.523
302,9.726,14.378,17.537,8.387
303,9.621,14.3,17.476,8.272
304,9.5,14.225,17.397,8.154
305,9.373,14.154,17.302,8.047
306,9.255,14.096,17.205,7.962
307,9.128,14.028,17.095,7.873
308,8.989,13.98,16.977,7.796
309,8.859,13.95,16.857,7.752
310,8.716,13.936,16.714,7.733
311,8.573,13.934,16.571,7.725
312,8.443,13.935,16.441,7.731
313,8.3,13.949,16.298,7.754
314,8.157,13.97,16.159,7.784
315,8.029,14.002,16.037,7.824
316,7.895,14.054,15.905,7.87
317,7.776,14.109,15.788,7.923
318,7.655,14.186,15.676,8.006
319,7.531,14.263,15.575,8.104
320,7.424,14.342,15.489,8.199
321,7.301,14.422,15.411,8.319
322,7.184,14.51,15.336,8.441
323,7.082,14.594,15.286,8.561
324,6.979,14.694,15.226,8.692
325,6.889,14.806,15.174,8.824
326,6.827,14.935,15.137,8.961
327,6.772,15.067,15.125,9.104
328,6.728,15.189,15.143,9.234
329,6.692,15.332,15.173,9.377
330,6.666,15.462,15.221,9.502
331,6.643,15.605,15.294,9.63
332,6.618,15.748,15.374,9.751
333,6.583,15.904,15.48,9.869
334,6.543,16.047,15.591,9.964
335,6.522,16.177,15.705,10.034
336,6.504,16.32,15.827,10.111
337,6.488,16.463,15.958,10.174
338,6.471,16.606,16.095,10.223
339,6.471,16.736,16.225,10.242
340,6.501,16.879,16.368,10.253
341,6.546,17.015,16.511,10.244
342,6.599,17.135,16.641,10.218
343,6.658,17.267,16.784,10.186
344,6.715,17.387,16.91,10.144
345,6.795,17.509,17.041,10.085
346,6.883,17.626,17.171,10.019
347,6.983,17.734,17.299,9.95
348,7.078,17.846,17.415,9.857
349,7.165,17.946,17.509,9.763
350,7.265,18.053,17.59,9.643
351,7.385,18.132,17.649,9.511
352,7.504,18.192,17.696,9.388
353,7.638,18.238,17.73,9.245
354,7.774,18.284,17.751,9.102
355,7.894,18.332,17.766,8.972
356,8.026,18.388,17.755,8.829
357,8.146,18.432,17.717,8.699
358,8.284,18.463,17.67,8.556
359,8.427,18.489,17.626,8.413
360,8.57,18.499,17.579,8.27
361,8.7,18.501,17.527,8.147
362,8.843,18.499,17.464,8.015
363,8.986,18.495,17.391,7.884
364,9.115,18.478,17.313,7.774
365,9.258,18.462,17.213,7.665
366,9.396,18.437,17.1,7.571
367,9.528,18.41,16.98,7.487
368,9.66,18.372,16.864,7.398
369,9.774,18.321,16.75,7.33
370,9.895,18.26,16.612,7.28
371,10.014,18.191,16.469,7.254
372,10.107,18.111,16.339,7.259
373,10.207,18.005,16.183,7.276
374,10.271,17.888,16.04,7.299
375,10.315,17.777,15.918,7.347
376,10.361,17.652,15.792,7.418
377,10.405,17.537,15.686,7.497
378,10.459,17.416,15.565,7.581
379,10.502,17.289,15.451,7.672
380,10.548,17.177,15.35,7.757
381,10.608,17.046,15.244,7.873
382,10.641,16.931,15.173,7.982
383,10.683,16.806,15.103,8.108
384,10.714,16.675,15.03,8.232
385,10.741,16.555,14.959,8.342
386,10.764,16.423,14.892,8.471
387,10.775,16.303,14.842,8.591
388,10.785,16.171,14.778,8.723
389,10.778,16.039,14.704,8.848
390,10.766,15.907,14.621,8.969
391,10.738,15.775,14.546,9.093
392,10.684,15.641,14.473,9.236
393,10.623,15.52,14.409,9.368
394,10.569,15.412,14.367,9.493
395,10.511,15.291,14.345,9.636
396,10.455,15.17,14.35,9.779
397,10.412,15.052,14.373,9.909
398,10.359,14.927,14.409,10.052
399,10.305,14.8,14.462,10.185
400,10.231,14.699,14.515,10.305
401,10.119,14.595,14.576,10.449
402,10.008,14.534,14.625,10.57
403,9.876,14.481,14.677,10.703
404,9.746,14.433,14.746,10.831
405,9.622,14.408,14.816,10.941
406,9.483,14.383,14.897,11.06
407,9.34,14.364,15.0,11.161
408,9.21,14.366,15.107,11.237
409,9.075,14.398,15.235,11.301
410,8.941,14.437,15.367,11.35
411,8.822,14.481,15.489,11.399
412,8.69,14.537,15.632,11.429
413,8.559,14.596,15.775,11.435
414,8.446,14.659,15.905,11.417
415,8.34,14.752,16.048,11.405
416,8.248,14.861,16.191,11.383
417,8.169,14.962,16.321,11.353
