frame_id,target1_pos_x,target1_pos_y,target2_pos_x,target2_pos_y
0,8.234,16.203,16.264,8.163
1,8.301,16.228,16.326,8.193
2,8.376,16.256,16.399,8.225
3,8.446,16.272,16.461,8.255
4,8.514,16.296,16.531,8.276
5,8.584,16.314,16.601,8.291
6,8.661,16.32,16.678,8.311
7,8.731,16.32,16.748,8.327
8,8.808,16.305,16.825,8.336
9,8.885,16.29,16.902,8.328
10,8.955,16.275,16.972,8.311
11,9.02,16.249,17.042,8.297
12,9.085,16.206,17.119,8.275
13,9.139,16.161,17.183,8.246
14,9.195,16.119,17.244,8.216
15,9.247,16.061,17.31,8.181
16,9.28,16.001,17.37,8.141
17,9.304,15.932,17.423,8.094
18,9.322,15.855,17.478,8.039
19,9.328,15.771,17.524,7.97
20,9.321,15.701,17.554,7.91
21,9.308,15.631,17.582,7.845
22,9.287,15.561,17.596,7.775
23,9.254,15.494,17.606,7.698
24,9.217,15.434,17.611,7.628
25,9.186,15.372,17.604,7.558
26,9.151,15.312,17.589,7.488
27,9.107,15.246,17.562,7.413
28,9.067,15.186,17.525,7.353
29,9.017,15.136,17.487,7.293
30,8.967,15.086,17.448,7.235
31,8.905,15.039,17.393,7.181
32,8.845,14.999,17.343,7.133
33,8.773,14.954,17.274,7.082
34,8.703,14.93,17.214,7.047
35,8.633,14.912,17.147,7.02
36,8.556,14.893,17.07,6.998
37,8.486,14.889,17.0,6.988
38,8.416,14.893,16.93,6.978
39,8.339,14.909,16.853,6.97
40,8.276,14.937,16.783,6.96
41,8.216,14.973,16.713,6.946
42,8.156,15.013,16.643,6.934
43,8.094,15.06,16.566,6.928
44,8.039,15.101,16.496,6.922
45,7.985,15.144,16.426,6.922
46,7.926,15.194,16.349,6.93
47,7.875,15.24,16.279,6.946
48,7.821,15.285,16.209,6.957
49,7.77,15.33,16.139,6.972
50,7.715,15.385,16.07,7.004
51,7.666,15.435,16.01,7.038
52,7.622,15.491,15.952,7.08
53,7.588,15.552,15.892,7.12
54,7.555,15.618,15.827,7.164
55,7.527,15.682,15.768,7.205
56,7.498,15.744,15.718,7.255
57,7.468,15.805,15.676,7.313
58,7.447,15.882,15.632,7.379
59,7.427,15.952,15.592,7.439
60,7.42,16.022,15.568,7.505
61,7.422,16.099,15.546,7.582
62,7.428,16.169,15.525,7.652
63,7.443,16.246,15.503,7.729
64,7.469,16.313,15.496,7.799
65,7.506,16.373,15.5,7.869
66,7.546,16.433,15.514,7.939
67,7.593,16.493,15.542,8.011
68,7.639,16.545,15.572,8.074
69,7.693,16.6,15.615,8.139
70,7.733,16.66,15.664,8.19
71,7.773,16.72,15.714,8.24
72,7.82,16.77,15.764,8.29
73,7.871,16.816,15.822,8.332
74,7.937,16.854,15.891,8.368
75,8.001,16.88,15.961,8.388
76,8.071,16.901,16.031,8.404
77,8.155,16.92,16.115,8.406
78,8.225,16.93,16.185,8.399
79,8.295,16.938,16.255,8.389
80,8.372,16.938,16.329,8.363
81,8.442,16.938,16.389,8.333
82,8.512,16.939,16.449,8.298
83,8.589,16.929,16.515,8.255
84,8.659,16.913,16.575,8.215
85,8.735,16.889,16.641,8.171
86,8.796,16.857,16.694,8.125
87,8.862,16.814,16.752,8.074
88,8.918,16.774,16.801,8.024
89,8.976,16.734,16.842,7.966
90,9.032,16.683,16.875,7.899
91,9.072,16.626,16.904,7.836
92,9.109,16.566,16.933,7.772
93,9.142,16.5,16.959,7.698
94,9.175,16.433,16.98,7.621
95,9.201,16.367,16.987,7.551
96,9.218,16.297,16.987,7.481
97,9.227,16.22,16.991,7.404
98,9.236,16.15,16.989,7.334
99,9.239,16.08,16.973,7.264
100,9.236,16.01,16.955,7.194
101,9.232,15.94,16.923,7.134
102,9.206,15.869,16.874,7.075
103,9.185,15.799,16.819,7.03
104,9.158,15.735,16.759,6.99
105,9.13,15.672,16.699,6.95
106,9.097,15.606,16.633,6.907
107,9.065,15.546,16.573,6.868
108,9.026,15.486,16.511,6.839
109,8.986,15.426,16.441,6.824
110,8.943,15.36,16.364,6.814
111,8.906,15.294,16.287,6.819
112,8.865,15.237,16.217,6.827
113,8.822,15.187,16.15,6.849
114,8.779,15.136,16.09,6.886
115,8.734,15.077,16.024,6.925
116,8.685,15.027,15.968,6.968
117,8.628,14.984,15.914,7.012
118,8.562,14.946,15.848,7.056
119,8.495,14.921,15.793,7.1
120,8.418,14.901,15.742,7.158
121,8.348,14.897,15.709,7.218
122,8.278,14.902,15.679,7.279
123,8.208,14.924,15.649,7.344
124,8.144,14.953,15.628,7.414
125,8.082,14.998,15.604,7.49
126,8.032,15.048,15.574,7.551
127,7.982,15.098,15.548,7.617
128,7.942,15.156,15.532,7.687
129,7.915,15.229,15.523,7.764
130,7.895,15.299,15.531,7.834
131,7.872,15.376,15.538,7.911
132,7.85,15.453,15.547,7.988
133,7.824,15.518,15.567,8.058
134,7.792,15.597,15.601,8.133
135,7.78,15.674,15.647,8.196
136,7.777,15.751,15.71,8.243
137,7.792,15.835,15.782,8.285
138,7.818,15.9,15.847,8.314
139,7.853,15.969,15.924,8.332
140,7.897,16.035,16.001,8.343
141,7.946,16.093,16.078,8.346
142,8.0,16.148,16.155,8.342
143,8.049,16.198,16.225,8.328
144,8.114,16.238,16.302,8.307
145,8.184,16.268,16.372,8.276
146,8.261,16.283,16.438,8.232
147,8.331,16.288,16.494,8.189
148,8.408,16.288,16.55,8.136
149,8.485,16.296,16.605,8.081
150,8.555,16.29,16.655,8.031
151,8.632,16.27,16.705,7.973
152,8.702,16.248,16.742,7.913
153,8.772,16.217,16.769,7.838
154,8.83,16.178,16.789,7.768
155,8.895,16.113,16.786,7.677
156,8.948,16.058,16.775,7.6
157,8.998,16.008,16.758,7.53
158,9.053,15.953,16.732,7.453
159,9.109,15.899,16.692,7.387
160,9.164,15.844,16.641,7.329
161,9.207,15.79,16.584,7.288
162,9.251,15.725,16.518,7.253
163,9.285,15.665,16.451,7.229
164,9.316,15.605,16.387,7.203
165,9.346,15.536,16.311,7.178
166,9.367,15.467,16.241,7.158
167,9.384,15.397,16.171,7.143
168,9.39,15.32,16.094,7.132
169,9.388,15.25,16.024,7.131
170,9.386,15.18,15.954,7.135
171,9.37,15.11,15.884,7.142
172,9.337,15.044,15.807,7.155
173,9.299,14.986,15.742,7.184
174,9.252,14.936,15.686,7.228
175,9.193,14.887,15.631,7.283
176,9.133,14.851,15.593,7.342
177,9.073,14.821,15.561,7.403
178,9.007,14.787,15.536,7.48
179,8.941,14.758,15.515,7.55
180,8.864,14.742,15.493,7.627
181,8.794,14.735,15.481,7.697
182,8.724,14.739,15.479,7.767
183,8.654,14.752,15.488,7.837
184,8.584,14.783,15.511,7.914
185,8.524,14.822,15.54,7.978
186,8.476,14.873,15.577,8.038
187,8.436,14.929,15.617,8.098
188,8.392,14.994,15.664,8.161
189,8.353,15.054,15.713,8.212
190,8.323,15.114,15.767,8.258
191,8.293,15.174,15.827,8.298
192,8.261,15.241,15.893,8.333
193,8.222,15.301,15.96,8.358
194,8.19,15.361,16.03,8.379
195,8.153,15.421,16.1,8.395
196,8.128,15.495,16.177,8.414
197,8.114,15.565,16.247,8.424
198,8.096,15.635,16.317,8.431
199,8.083,15.705,16.387,8.433
200,8.074,15.782,16.464,8.439
201,8.074,15.852,16.534,8.447
202,8.074,15.922,16.604,8.455
203,8.081,15.992,16.674,8.442
204,8.108,16.064,16.745,8.411
205,8.142,16.124,16.809,8.381
206,8.197,16.188,16.882,8.337
207,8.247,16.238,16.94,8.295
208,8.309,16.284,16.996,8.241
209,8.369,16.318,17.046,8.191
210,8.435,16.342,17.086,8.133
211,8.504,16.363,17.126,8.075
212,8.574,16.377,17.166,8.015
213,8.644,16.387,17.204,7.955
214,8.721,16.393,17.229,7.879
215,8.805,16.396,17.245,7.795
216,8.875,16.396,17.245,7.725
217,8.952,16.396,17.244,7.648
218,9.022,16.386,17.235,7.578
219,9.113,16.381,17.21,7.487
220,9.19,16.366,17.18,7.417
221,9.259,16.345,17.147,7.357
222,9.329,16.325,17.101,7.303
223,9.397,16.292,17.042,7.253
224,9.452,16.252,16.982,7.215
225,9.504,16.21,16.92,7.183
226,9.55,16.159,16.851,7.157
227,9.589,16.095,16.776,7.13
228,9.613,16.029,16.706,7.123
229,9.633,15.961,16.636,7.136
230,9.655,15.884,16.566,7.171
231,9.667,15.814,16.506,7.211
232,9.685,15.744,16.446,7.251
233,9.692,15.674,16.393,7.298
234,9.684,15.597,16.347,7.361
235,9.666,15.527,16.314,7.421
236,9.644,15.459,16.284,7.485
