frame_id,target1_pos_x,target1_pos_y,target2_pos_x,target2_pos_y
0,16.509,6.194,20.522,20.174
1,16.705,6.178,20.716,20.194
2,16.834,6.224,20.856,20.202
3,16.968,6.323,21.024,20.222
4,17.105,6.396,21.167,20.166
5,17.23,6.458,21.298,20.115
6,17.37,6.522,21.439,20.045
7,17.504,6.552,21.577,20.068
8,17.641,6.588,21.704,20.125
9,17.785,6.638,21.855,20.158
10,17.927,6.694,22.008,20.135
11,18.08,6.705,22.159,20.164
12,18.217,6.731,22.292,20.209
13,18.349,6.809,22.441,20.245
14,18.481,6.851,22.581,20.234
15,18.621,6.851,22.721,20.202
16,18.774,6.812,22.87,20.163
17,18.912,6.778,23.01,20.144
18,19.059,6.732,23.157,20.091
19,19.159,6.63,23.277,20.014
20,19.247,6.521,23.398,19.938
21,19.307,6.377,23.542,19.88
22,19.386,6.261,23.671,19.822
23,19.416,6.123,23.801,19.761
24,19.443,5.971,23.904,19.645
25,19.493,5.84,23.98,19.523
26,19.588,5.717,23.92,19.408
27,19.654,5.594,23.8,19.329
28,19.699,5.445,23.653,19.271
29,19.751,5.313,23.516,19.233
30,19.85,5.194,23.391,19.14
31,19.965,5.112,23.323,19.015
32,20.074,5.0,23.274,18.869
33,20.177,4.905,23.199,18.751
34,20.35,4.854,23.163,18.569
35,20.466,4.93,23.171,18.429
36,20.545,5.062,23.129,18.282
37,20.594,5.195,23.04,18.176
38,20.639,5.327,22.908,18.14
39,20.693,5.469,22.754,18.153
40,20.764,5.587,22.614,18.148
41,20.886,5.676,22.46,18.141
42,20.999,5.754,22.323,18.113
43,21.141,5.802,22.196,18.029
44,21.281,5.814,22.094,17.936
45,21.432,5.846,21.991,17.826
46,21.572,5.846,21.885,17.738
47,21.708,5.782,21.769,17.638
48,21.84,5.745,21.647,17.573
49,21.954,5.672,21.511,17.563
50,22.067,5.571,21.362,17.609
51,22.169,5.476,21.234,17.672
52,22.286,5.38,21.075,17.676
53,22.34,5.25,20.939,17.727
54,22.36,5.099,20.79,17.787
55,22.377,4.959,20.651,17.818
56,22.372,4.805,20.503,17.872
57,22.327,4.672,20.37,17.92
58,22.258,4.552,20.227,17.925
59,22.149,4.44,20.065,17.939
60,22.063,4.329,19.93,17.989
61,21.957,4.237,19.806,18.062
